,id,date,text,likes,retweet,comments,urls
150,1325736268538417152,2020-11-09 09:45:32+00:00,UJIBAKAT NYANYIANJuri: Awak nak nyanyikan lagu apa?Me: Lagu buburJuri: Lagu bubur?Me: Bubur ayam… bubur aya… https://t.co/1eeDRx2jEY,268,32,10,[{'url': 'https://t.co/1eeDRx2jEY'}]
151,1371471714538819587,2021-03-15 14:41:52+00:00,Boss : Apa update terbaru dekat Twitter?Admin :Minggu ni komen-komen ‘Nak belajar mandarin class tak?’ dah berkurangan boss.,240,35,8,[]
152,1237595527337787398,2020-03-11 04:25:41+00:00,STOP ✋ Tahukah y'all McD meraikan guru-guru yang banyak berjasa?So kalau korang ada cikgu yang sempoi banyak be… https://t.co/7uYpJhr4kt,93,14,3,[{'url': 'https://t.co/7uYpJhr4kt'}]
153,1330118771969671168,2020-11-21 12:00:02+00:00,Debaran kian terasa... Saksikan kehangatan Grand McChicken di Muzik Muzik 35 Separuh Akhir #SFMM35 #AJL35 https://t.co/DGCa0oFCGq,37,4,3,[]
154,1153905644023365632,2019-07-24 05:51:58+00:00,"Kenapa bila kucing tidur kat office ni semua cakap comel, tapi bila aku tidur kat office boss marah suruh fikir next tweet.",10788,9278,9,[]
155,1373125366508711938,2021-03-20 04:12:53+00:00,Anda GENG SPICY BEEF yang mana?🔁 Geng Spicy Double Beef❤️ Geng Spicy Quarter Pounder Cheese,79,20,0,[]
156,1336236609478389760,2020-12-08 09:10:08+00:00,Tolong stop jerit “Yes nombor mengena!” bila nombor order ada tertera di skrin restoran kami.Cashier kami tak lar… https://t.co/hoUF0zkzNw,4597,906,10,[{'url': 'https://t.co/hoUF0zkzNw'}]
157,1356573084799520768,2021-02-02 12:00:01+00:00,Nantikan sesuatu yang hangat. Akan datang 4 Feb 2021.  🍎+🌶️ https://t.co/pyRdS1qCBB,76,24,9,[]
158,1361638958950535169,2021-02-16 11:30:00+00:00,Waktu cuaca panas sekarang adalah waktu terbaik untuk gambar ini melalui timeline anda. https://t.co/yB6gQ02ClW,197,41,10,[]
159,1266888783036739584,2020-05-31 00:26:38+00:00,Kotobian Tadau Tagazo Do Kaamatan daripada kami di Mekdi! Selamat menyambut bersama keluarga tercinta. https://t.co/OFnaUDZwKw,51,7,0,[]
160,1274557799561748480,2020-06-21 04:20:34+00:00,Terima kasih atas penat lelah anda demi mengukir senyuman keluarga tercinta. Selamat Hari Bapa semua! Andalah hero… https://t.co/WyXEvyxQkB,147,20,2,[{'url': 'https://t.co/WyXEvyxQkB'}]
161,1139103329609347072,2019-06-13 09:32:51+00:00,"Jika anda dapat membezakan haiwan seperti beruang, anda pasti bijak membezakan produk yang mana patut menjadi produ… https://t.co/4DfHAV3Xb2",284,51,10,[{'url': 'https://t.co/4DfHAV3Xb2'}]
162,1133329370108448768,2019-05-28 11:09:12+00:00,"Pada yang dah sampai di kampung tu, kalau rindu dengan kami.Janganlah segan-segan order menggunakan McDelivery. K… https://t.co/9NJqJZ53PN",424,75,10,[{'url': 'https://t.co/9NJqJZ53PN'}]
163,1131511816834564096,2019-05-23 10:46:54+00:00,Anda tahu rasa kesegaran air Ribena?Bagaimana pula dengan Ice Blended Ribena?Rasanya anda kena rasai sekarang di… https://t.co/RnROZ0IRvR,502,161,9,[{'url': 'https://t.co/RnROZ0IRvR'}]
164,1145577832396935168,2019-07-01 06:20:13+00:00,"Ex anda mungkin tidak akan kembali, tetapi Quarter Pounder with Cheese kini kekal kembali!#McDMalaysia… https://t.co/BvxjdkrScI",922,573,9,[{'url': 'https://t.co/BvxjdkrScI'}]
165,1311878638925565959,2020-10-02 04:00:15+00:00,Siapa cepat dia dapat! Screenshot je semua mainan Minions yang berwarna emas dan RT tweet ni.Jawapan tepat terpan… https://t.co/ZvjdyCgm8E,138,93,9,[{'url': 'https://t.co/ZvjdyCgm8E'}]
166,1236863619981144066,2020-03-09 03:57:21+00:00,Me: Scroll YouTube cari video untuk ditonton sambil makan Big MacMy Big Mac: https://t.co/ljTSHIbppK,46,9,2,[]
167,1329257647380471814,2020-11-19 02:58:14+00:00,Thank you for bringing this to our attention and we truly appreciate the compliments shared. We will be rewarding t… https://t.co/xuGKEqtBzB,270,27,7,[{'url': 'https://t.co/xuGKEqtBzB'}]
168,1305781176737513472,2020-09-15 08:11:07+00:00,Komain lagi...Tak sabar eden nak poyie montadaghah Burger paneh sampai hongeh.ejaan ni betul tak orang negeri? https://t.co/QU6e11nsrU,1628,764,9,[{'url': 'https://t.co/QU6e11nsrU'}]
169,1121051452015669248,2019-04-24 14:01:08+00:00,"Dari jauh nampak cantik,Bila dekat nampak baik,Bau mu buat selera ku naik,D24 Durian McFlurry memang terbaik",326,94,10,[]
170,1318476541844623361,2020-10-20 08:57:58+00:00,Tahniah!! Anda pemenang baucar McDonald’s bernilai RM50! Sila DM kami maklumat anda untuk dihubungi selanjutnya. https://t.co/Vv44rvjmA4,16,1,0,[{'url': 'https://t.co/Vv44rvjmA4'}]
171,1128628337650233345,2019-05-15 11:48:59+00:00,"Pekerja: Selamat datang ke McDonald’s, makan sini ke?Pelanggan: Tak, makan kat sana *Sambil menunjukkan meja mak… https://t.co/sUuB0uy3hD",620,338,10,[{'url': 'https://t.co/sUuB0uy3hD'}]
172,1275455090191548416,2020-06-23 15:46:04+00:00,"Cabaran TikTok #RasaMcCafe kami masih berlangsung.Mana la tahu… duduk rumah pun boleh menang RM10,000https://t.co/pkTAQU5cJh",22,4,3,[{'url': 'https://t.co/pkTAQU5cJh'}]
173,1277557212831838211,2020-06-29 10:59:10+00:00,______________________________________________|… https://t.co/5JIJUehuFd,235,41,9,[{'url': 'https://t.co/5JIJUehuFd'}]
174,1362016445182316548,2021-02-17 12:30:00+00:00,Me: Rasanya air Mekdi semalam tak minum habis pun…Semalam: https://t.co/GTUDU0N2yU,282,70,3,[]
175,1207532509241544705,2019-12-19 05:25:59+00:00,"Hari ni nak tweet buka topik sikit. Sebagai orang yang dah lepas fasa SPM, cuba share pengajaran or pengalaman untu… https://t.co/HPxRWPiANQ",316,31,9,[{'url': 'https://t.co/HPxRWPiANQ'}]
176,1382962709969260545,2021-04-16 07:42:58+00:00,Pukul berapa paling awal korang beli juadah berbuka? https://t.co/1WfL6rXKkh,212,57,11,[]
177,1318805586260062209,2020-10-21 06:45:28+00:00,Tahniah!! Anda pemenang baucar McDonald’s bernilai RM50! Sila DM kami maklumat anda untuk dihubungi selanjutnya. https://t.co/R4fIeEHSzY,20,2,5,[{'url': 'https://t.co/R4fIeEHSzY'}]
178,1380135839863242764,2021-04-08 12:30:00+00:00,Beef Foldover kini kembali. Nikmati keenakan daging digril sempurna dengan sos pedas unik pastinya membangkit sele… https://t.co/wgFldaxKzf,42,16,4,[{'url': 'https://t.co/wgFldaxKzf'}]
179,1351831837757349888,2021-01-20 10:00:00+00:00,"Masih ingatkah dikau, dulu kami menjual M&amp;M’s McFlurry...",1326,221,10,[]
180,1348933992158879747,2021-01-12 10:05:00+00:00,Azam 2021 saya adalah makan GCB dengan 2 suapan. https://t.co/oXhS8Vy3QB,306,33,10,[]
181,1382251577545682947,2021-04-14 08:37:11+00:00,Alaaaa… betul ke Ramadan ni Beef Foldover ada balik? https://t.co/CkBYkMjK1b,307,58,10,[]
182,1362732413038645250,2021-02-19 11:55:00+00:00,"Makcik A: Si Abu tu bagus orangnya, dengar orang lapar dia sanggup redah hujan pergi hantarkan makanan.Makcik B:… https://t.co/7vcMvnMSZr",113,21,2,[{'url': 'https://t.co/7vcMvnMSZr'}]
183,1357652692999438337,2021-02-05 11:30:00+00:00,Drive-Thru dari 8pg – 10mlmMcDelivery dari 8pg - 9.30mlmWaktu timeline anda sendu 12pg - 3pg..,672,322,9,[]
184,1332188977688834048,2020-11-27 05:06:17+00:00,Kisah ini membuktikan masih ramai anak muda Malaysia yang beretika &amp; fokus dlm mencari rezeki. Geng di Twitter juga… https://t.co/8K77KQln8K,34,2,4,[{'url': 'https://t.co/8K77KQln8K'}]
185,1377906054109929478,2021-04-02 08:49:38+00:00,Manis mulut ni pantang dekat. Pemanis mulut Salted Caramel ni pulak pantang dapat...,68,10,1,[]
186,1192298245373874177,2019-11-07 04:30:28+00:00,"Anda nak fancy kami ada GCB,Anda nak rangup kami ada McChicken,Anda nak pedas kami ada Spicy Chicken McDeluxe,A… https://t.co/SN7gJyfUZ1",703,161,10,[{'url': 'https://t.co/SN7gJyfUZ1'}]
187,1095920805819572225,2019-02-14 05:40:55+00:00,Saya baru belajar lagi Twitter ni. Dekat mana ye button tweet?,99,27,8,[]
188,1350023672002736131,2021-01-15 10:15:00+00:00,1 Coffee + 1 Cake dengan harga RM12.99. Hanya di McCafe.ON x ON ? https://t.co/oJH9cwQ4iD,90,21,0,[]
189,1096637759853195265,2019-02-16 05:09:51+00:00,"Hi warga Twitter, sila retweet tweet ini jika tidak tiada siapa yang akan retweet tweet ini",601,1165,9,[]
190,1296711164127137794,2020-08-21 07:30:07+00:00,"Tik tok tik tok! Masa makin suntuk ni. Kalau nak McD favorite korang jadi Mekdi, kena lah undi kan. Harini je tau.… https://t.co/Zq2iWenZpk",39,10,1,[{'url': 'https://t.co/Zq2iWenZpk'}]
191,1321602667970400256,2020-10-29 00:00:04+00:00,Salam Maulidur Rasul kami ucapkan kepada seluruh umat Islam di Malaysia. https://t.co/xUb85WEW4C,180,27,1,[]
192,1327159266910887941,2020-11-13 08:00:01+00:00,"A touch of light. A glimmer of hope. Even in darkness, the lights of our lives will shine through. Happy Deepaval… https://t.co/LQXb8rZt05",46,8,0,[{'url': 'https://t.co/LQXb8rZt05'}]
193,1288301186890702848,2020-07-29 02:31:53+00:00,Apa? Ada CRAAAAAZY offer McCafe kat dalam aplikasi McDonald’s?,153,8,10,[]
194,1358053079925592064,2021-02-06 14:01:00+00:00,"Minuman baharu, lagi banyak pilihan! Padankan minuman Mocha Ais atau Coklat Ais dengan kek kegemaran anda pada hany… https://t.co/Dqki9zqz28",38,10,2,[{'url': 'https://t.co/Dqki9zqz28'}]
195,1113631659226583040,2019-04-04 02:37:32+00:00,Kadang-kadang orang makan di McD ada 2 sebab1. Sebab ada wifi2. Sebab lapar lah apa lagi,1852,1506,10,[]
